ticker;company_BC;tickersect;sector;;;;;;
AA.PB;Alcoa Inc. Dep. Pfd. (Rep. 1/10th Conv. Pfd. Cl B Series 1);DJUSAL;ALLUMINIUM;;;;;;
AWCMY;Alumina Ltd. ADS;DJUSAL;ALLUMINIUM;;;;;;
ACH;Aluminum Corp. of China Ltd. ADS;DJUSAL;ALLUMINIUM;;;;;;
CENX;Century Aluminum Co.;DJUSAL;ALLUMINIUM;;;;;;
CSTM;Constellium N.V. Cl A;DJUSAL;ALLUMINIUM;;;;;;
ERS;Empire Resources Inc.;DJUSAL;ALLUMINIUM;;;;;;
KALU;Kaiser Aluminum Corp.;DJUSAL;ALLUMINIUM;;;;;;
NOR;Noranda Aluminum Holding Corp.;DJUSAL;ALLUMINIUM;;;;;;
NHYKF;Norsk Hydro ASA;DJUSAL;ALLUMINIUM;;;;;;
NHYDY;Norsk Hydro ASA ADS;DJUSAL;ALLUMINIUM;;;;;;
EORBF;Orbite Aluminae Inc.;DJUSAL;ALLUMINIUM;;;;;;
FQVLF;First Quantum Minerals Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
ANARF;Adriana Resources Inc.;DJUSNF;NONFERROUS METALS;;;;;;
ANFGY;Antofagasta PLC ADS;DJUSNF;NONFERROUS METALS;;;;;;
PWURF;Azarga Uranium Corp.;DJUSNF;NONFERROUS METALS;;;;;;
BAJFF;Baja Mining Corp.;DJUSNF;NONFERROUS METALS;;;;;;
CCJ;Cameco Corp.;DJUSNF;NONFERROUS METALS;;;;;;
CZICF;Canadian Zinc Corp.;DJUSNF;NONFERROUS METALS;;;;;;
CVVUF;CanAlaska Uranium Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
LEU;Centrus Energy Corp.;DJUSNF;NONFERROUS METALS;;;;;;
CMCLF;China Molybdenum Co. Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
CHNR;China Natural Resources Inc.;DJUSNF;NONFERROUS METALS;;;;;;
CPPMF;Copper Mountain Mining Corp.;DJUSNF;NONFERROUS METALS;;;;;;
DNN;Denison Mines Corp.;DJUSNF;NONFERROUS METALS;;;;;;
UUUU;Energy Fuels Inc.;DJUSNF;NONFERROUS METALS;;;;;;
EUUNF;European Uranium Resources Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
FCUUF;Fission Uranium Corp.;DJUSNF;NONFERROUS METALS;;;;;;
FMETF;Formation Metals Inc.;DJUSNF;NONFERROUS METALS;;;;;;
FCX;Freeport-McMoRan Inc.;DJUSNF;NONFERROUS METALS;;;;;;
BRSS;Global Brass & Copper Holdings Inc.;DJUSNF;NONFERROUS METALS;;;;;;
GLRKF;Glenmark Capital Corp.;DJUSNF;NONFERROUS METALS;;;;;;
GSM;Globe Specialty Metals Inc.;DJUSNF;NONFERROUS METALS;;;;;;
GMBXF;Grupo Mexico S.A.B. de C.V. Series B;DJUSNF;NONFERROUS METALS;;;;;;
GRYO;Gryphon Resources Inc.;DJUSNF;NONFERROUS METALS;;;;;;
HAYN;Haynes International Inc.;DJUSNF;NONFERROUS METALS;;;;;;
ZINC;Horsehead Holding Corp.;DJUSNF;NONFERROUS METALS;;;;;;
HBM;HudBay Minerals Inc.;DJUSNF;NONFERROUS METALS;;;;;;
HBM.WS;HudBay Minerals Inc. Wt;DJUSNF;NONFERROUS METALS;;;;;;
IPOAF;Industrias Penoles S.A.B. de C.V.;DJUSNF;NONFERROUS METALS;;;;;;
IPI;Intrepid Potash Inc.;DJUSNF;NONFERROUS METALS;;;;;;
LQMT;Liquidmetal Technologies Inc.;DJUSNF;NONFERROUS METALS;;;;;;
LUNMF;Lundin Mining Corp.;DJUSNF;NONFERROUS METALS;;;;;;
MGAFF;Mega Uranium Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
NILSY;Norilsk Nickel Mining & Metallurgical Co. ADS;DJUSNF;NONFERROUS METALS;;;;;;
NEVDF;Nevada Copper Corp.;DJUSNF;NONFERROUS METALS;;;;;;
NNDIF;Noranda Income Fund;DJUSNF;NONFERROUS METALS;;;;;;
NCQ;NovaCopper Inc.;DJUSNF;NONFERROUS METALS;;;;;;
PALAF;Paladin Energy Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
GOLDF;Pele Mountain Resources Inc.;DJUSNF;NONFERROUS METALS;;;;;;
REE;Rare Element Resources Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
RTI;RTI International Metals Inc.;DJUSNF;NONFERROUS METALS;;;;;;
SHERF;Sherritt International Corp.;DJUSNF;NONFERROUS METALS;;;;;;
SVBL;Silver Bull Resources Inc.;DJUSNF;NONFERROUS METALS;;;;;;
SCCO;Southern Copper Corp.;DJUSNF;NONFERROUS METALS;;;;;;
HREEF;Stans Energy Corp.;DJUSNF;NONFERROUS METALS;;;;;;
SMDZF;Strategic Metals Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
SMMYY;Sumitomo Metal Mining Co. Ltd. ADS;DJUSNF;NONFERROUS METALS;;;;;;
TCK;Teck Resources Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
TRQ;Turquoise Hill Resources Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
UWEFF;U3O8 Corp.;DJUSNF;NONFERROUS METALS;;;;;;
UURAF;Ucore Rare Metals Inc.;DJUSNF;NONFERROUS METALS;;;;;;
URZ;Uranerz Energy Corp.;DJUSNF;NONFERROUS METALS;;;;;;
UEC;Uranium Energy Corp.;DJUSNF;NONFERROUS METALS;;;;;;
URRE;Uranium Resources Inc.;DJUSNF;NONFERROUS METALS;;;;;;
URG;Ur-Energy Inc.;DJUSNF;NONFERROUS METALS;;;;;;
APAFF;Vanadiumcorp Resource Inc.;DJUSNF;NONFERROUS METALS;;;;;;
VNCKF;Victory Nickel Inc.;DJUSNF;NONFERROUS METALS;;;;;;
WGPLF;Wellgreen Platinum Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
WRN;Western Copper & Gold Corp.;DJUSNF;NONFERROUS METALS;;;;;;
WLCDF;Western Lithium USA Corp.;DJUSNF;NONFERROUS METALS;;;;;;
WMTM;White Mountain Titanium Corp.;DJUSNF;NONFERROUS METALS;;;;;;
ZENYF;Zenyatta Ventures Ltd.;DJUSNF;NONFERROUS METALS;;;;;;
MTCN;ArcelorMittal 6% Mand. Conv. Sub. Notes due 2016;DJUSST;IRON & STEEL;;;;;;
AKS;AK Steel Holding Corp.;DJUSST;IRON & STEEL;;;;;;
ALJJ;ALJ Regional Holdings Inc.;DJUSST;IRON & STEEL;;;;;;
ATI;Allegheny Technologies Inc.;DJUSST;IRON & STEEL;;;;;;
AP;Ampco-Pittsburgh Corp.;DJUSST;IRON & STEEL;;;;;;
APEMY;Aperam S.A. ADS;DJUSST;IRON & STEEL;;;;;;
MT;ArcelorMittal ADS;DJUSST;IRON & STEEL;;;;;;
CRS;Carpenter Technology Corp.;DJUSST;IRON & STEEL;;;;;;
CHOP;China Gerui Advanced Materials Group Ltd.;DJUSST;IRON & STEEL;;;;;;
CDNN;China Industrial Steel Inc.;DJUSST;IRON & STEEL;;;;;;
CPSL;China Precision Steel Inc.;DJUSST;IRON & STEEL;;;;;;
CLV;Cliffs Natural Resources Inc. Dep. Pfd. (Rep. 1/40th Share Conv. Pfd. Series A);DJUSST;IRON & STEEL;;;;;;
CLF;Cliffs Natural Resources Inc.;DJUSST;IRON & STEEL;;;;;;
CMC;Commercial Metals Co.;DJUSST;IRON & STEEL;;;;;;
HGVLY;Evraz Highveld Steel & Vanadium Ltd. ADS;DJUSST;IRON & STEEL;;;;;;
FSUMF;Fortescue Metals Group Ltd.;DJUSST;IRON & STEEL;;;;;;
FSUGY;Fortescue Metals Group Ltd. ADS;DJUSST;IRON & STEEL;;;;;;
FRD;Friedman Industries Inc.;DJUSST;IRON & STEEL;;;;;;
GSI;General Steel Holdings Inc.;DJUSST;IRON & STEEL;;;;;;
GGB;Gerdau S/A ADS;DJUSST;IRON & STEEL;;;;;;
GNI;Great Northern Iron Ore Properties;DJUSST;IRON & STEEL;;;;;;
SIM;Grupo Simec S.A.B. de C.V. ADS;DJUSST;IRON & STEEL;;;;;;
HNH;Handy & Harman Ltd.;DJUSST;IRON & STEEL;;;;;;
KIROY;Kumba Iron Ore Ltd. ADS;DJUSST;IRON & STEEL;;;;;;
MTL;Mechel OAO ADS;DJUSST;IRON & STEEL;;;;;;
MTL.P;Mechel OAO ADS (Rep 1/2 of a Preferred share);DJUSST;IRON & STEEL;;;;;;
MSB;Mesabi Trust;DJUSST;IRON & STEEL;;;;;;
MIL;MFC Industrial Ltd.;DJUSST;IRON & STEEL;;;;;;
NSSMY;Nippon Steel & Sumitomo Metal Corp. ADS;DJUSST;IRON & STEEL;;;;;;
NUE;Nucor Corp.;DJUSST;IRON & STEEL;;;;;;
ZEUS;Olympic Steel Inc.;DJUSST;IRON & STEEL;;;;;;
OSN;Ossen Innovation Co. Ltd. ADS;DJUSST;IRON & STEEL;;;;;;
PKX;POSCO ADS;DJUSST;IRON & STEEL;;;;;;
RS;Reliance Steel & Aluminum Co.;DJUSST;IRON & STEEL;;;;;;
RUSMF;Russel Metals Inc.;DJUSST;IRON & STEEL;;;;;;
RYI;Ryerson Holding Corp.;DJUSST;IRON & STEEL;;;;;;
SSLT;Sesa Sterlite Ltd. ADS;DJUSST;IRON & STEEL;;;;;;
SID;Companhia Siderurgica Nacional ADS;DJUSST;IRON & STEEL;;;;;;
STLD;Steel Dynamics Inc.;DJUSST;IRON & STEEL;;;;;;
SUTR;Sutor Technology Group Ltd.;DJUSST;IRON & STEEL;;;;;;
SYNL;Synalloy Corp.;DJUSST;IRON & STEEL;;;;;;
TS;Tenaris S.A. ADS;DJUSST;IRON & STEEL;;;;;;
TX;TERNIUM S.A. ADS;DJUSST;IRON & STEEL;;;;;;
TMST;TimkenSteel Corp.;DJUSST;IRON & STEEL;;;;;;
TMKXY;TMK ADS;DJUSST;IRON & STEEL;;;;;;
USAP;Universal Stainless & Alloy Products Inc.;DJUSST;IRON & STEEL;;;;;;
X;United States Steel Corp.;DJUSST;IRON & STEEL;;;;;;
USNZY;Usinas Siderurgicas de Minas Gerais S/A Pfd. ADS;DJUSST;IRON & STEEL;;;;;;
VALE;Vale S.A. ADS;DJUSST;IRON & STEEL;;;;;;
VALE.P;Vale S.A. ADS Cl A Pfd.;DJUSST;IRON & STEEL;;;;;;
AHGP;Alliance Holdings GP L.P.;DJUSCL;COAL;;;;;;
ARLP;Alliance Resource Partners L.P.;DJUSCL;COAL;;;;;;
ANR;Alpha Natural Resources Inc.;DJUSCL;COAL;;;;;;
AWSRQ;America West Resources Inc.;DJUSCL;COAL;;;;;;
AMSE;American Sands Energy Corp.;DJUSCL;COAL;;;;;;
ACI;Arch Coal Inc.;DJUSCL;COAL;;;;;;
ACRB;Asia Carbon Industries Inc.;DJUSCL;COAL;;;;;;
CSUAY;China Shenhua Energy Co. Ltd. ADS;DJUSCL;COAL;;;;;;
CLNMF;Cline Mining Corp.;DJUSCL;COAL;;;;;;
CLD;Cloud Peak Energy Inc.;DJUSCL;COAL;;;;;;
CNX;Consol Energy Inc.;DJUSCL;COAL;;;;;;
EVEIQ;Evergreen Energy Inc.;DJUSCL;COAL;;;;;;
EXXAY;Exxaro Resources Ltd. ADS;DJUSCL;COAL;;;;;;
FELP;Foresight Energy Partners LP;DJUSCL;COAL;;;;;;
HNRG;Hallador Energy Co.;DJUSCL;COAL;;;;;;
JRCCQ;James River Coal Co.;DJUSCL;COAL;;;;;;
LLEN;L&L Energy Inc.;DJUSCL;COAL;;;;;;
LBTG;Liberty Coal Energy Corp.;DJUSCL;COAL;;;;;;
NRP;Natural Resource Partners L.P.;DJUSCL;COAL;;;;;;
BTU;Peabody Energy Corp.;DJUSCL;COAL;;;;;;
PUDA;Puda Coal Inc.;DJUSCL;COAL;;;;;;
RNO;Rhino Resource Partners L.P.;DJUSCL;COAL;;;;;;
SCEI;Sino Clean Energy Inc.;DJUSCL;COAL;;;;;;
SCOK;SinoCoking & Coke Chemical Industries Inc.;DJUSCL;COAL;;;;;;
SXCP;SunCoke Energy Partners L.P.;DJUSCL;COAL;;;;;;
SXC;SunCoke Energy Inc.;DJUSCL;COAL;;;;;;
WLT;Walter Energy Inc.;DJUSCL;COAL;;;;;;
WLB;Westmoreland Coal Co.;DJUSCL;COAL;;;;;;
WLB;Westmoreland Coal Co.;DJUSCL;COAL;;;;;;
WMLP;Westmoreland Resource Partners LP;DJUSCL;COAL;;;;;;
WLBPZ;Westmoreland Coal Co;DJUSCL;COAL;;;;;;
XRGYF;Xinergy Ltd.;DJUSCL;COAL;;;;;;
YZC;Yanzhou Coal Mining Co. Ltd. ADS;DJUSCL;COAL;;;;;;
AEM;Agnico Eagle Mines Ltd.;DJUSPM;GOLD MINING;;;;;;
ALIAF;Alacer Gold Corp.;DJUSPM;GOLD MINING;;;;;;
AGI;Alamos Gold Inc.;DJUSPM;GOLD MINING;;;;;;
ANV;Allied Nevada Gold Corp.;DJUSPM;GOLD MINING;;;;;;
AMRK;A-Mark Precious Metals Inc.;DJUSPM;GOLD MINING;;;;;;
AMNP;American Sierra Gold Corp.;DJUSPM;GOLD MINING;;;;;;
AGCZ;Andes Gold Corp.;DJUSPM;GOLD MINING;;;;;;
AU;AngloGold Ashanti Ltd. ADS;DJUSPM;GOLD MINING;;;;;;
ARNGF;Argonaut Gold Inc.;DJUSPM;GOLD MINING;;;;;;
AKG;Asanko Gold Inc.;DJUSPM;GOLD MINING;;;;;;
ATNAF;Atna Resources Ltd.;DJUSPM;GOLD MINING;;;;;;
AUQ;AuRico Gold Inc.;DJUSPM;GOLD MINING;;;;;;
BTG;B2Gold Corp.;DJUSPM;GOLD MINING;;;;;;
BAA;Banro Corp.;DJUSPM;GOLD MINING;;;;;;
BGMZF;Barkerville Gold Mines Ltd.;DJUSPM;GOLD MINING;;;;;;
ABX;Barrick Gold Corp.;DJUSPM;GOLD MINING;;;;;;
BCEKF;Bear Creek Mining Corp.;DJUSPM;GOLD MINING;;;;;;
BVN;Compania de Minas Buenaventura S.A. ADS;DJUSPM;GOLD MINING;;;;;;
CRCUF;Canarc Resource Corp.;DJUSPM;GOLD MINING;;;;;;
CPNFF;Carpathian Gold Inc.;DJUSPM;GOLD MINING;;;;;;
CHPGF;Chesapeake Gold Corp.;DJUSPM;GOLD MINING;;;;;;
CLGRF;Claude Resources Inc.;DJUSPM;GOLD MINING;;;;;;
CDE;Coeur Mining Inc.;DJUSPM;GOLD MINING;;;;;;
CBGDF;Columbus Gold Corp.;DJUSPM;GOLD MINING;;;;;;
LODE;Comstock Mining Inc.;DJUSPM;GOLD MINING;;;;;;
CROCF;Crocodile Gold Corp.;DJUSPM;GOLD MINING;;;;;;
DRGDF;Detour Gold Corp.;DJUSPM;GOLD MINING;;;;;;
DMNKF;DNI Metals Inc.;DJUSPM;GOLD MINING;;;;;;
DRD;DRDGOLD Ltd. ADS;DJUSPM;GOLD MINING;;;;;;
DPMLF;Dundee Precious Metals Inc.;DJUSPM;GOLD MINING;;;;;;
DGRI;Dutch Gold Resources Inc.;DJUSPM;GOLD MINING;;;;;;
EGO;Eldorado Gold Corp.;DJUSPM;GOLD MINING;;;;;;
EDVMF;Endeavour Mining Corp.;DJUSPM;GOLD MINING;;;;;;
EGI;Entree Gold Inc.;DJUSPM;GOLD MINING;;;;;;
CAHPF;Evolution Mining Ltd.;DJUSPM;GOLD MINING;;;;;;
XRA;Exeter Resource Corp.;DJUSPM;GOLD MINING;;;;;;
FERN;Fernhill Corp.;DJUSPM;GOLD MINING;;;;;;
FVGCF;Fire River Gold Corp.;DJUSPM;GOLD MINING;;;;;;
FBAYF;Fortune Bay Corp.;DJUSPM;GOLD MINING;;;;;;
FNV;Franco-Nevada Corp.;DJUSPM;GOLD MINING;;;;;;
GMO;General Moly Inc.;DJUSPM;GOLD MINING;;;;;;
GLLA;Gilla Inc.;DJUSPM;GOLD MINING;;;;;;
GDCRF;Gold Canyon Resources Inc.;DJUSPM;GOLD MINING;;;;;;
GFI;Gold Fields Ltd. ADS;DJUSPM;GOLD MINING;;;;;;
GDRZF;Gold Reserve Inc. Cl A;DJUSPM;GOLD MINING;;;;;;
GORO;Gold Resource Corp.;DJUSPM;GOLD MINING;;;;;;
GG;Goldcorp Inc.;DJUSPM;GOLD MINING;;;;;;
GPXM;Golden Phoenix Minerals Inc.;DJUSPM;GOLD MINING;;;;;;
GQMNF;Golden Queen Mining Co. Ltd.;DJUSPM;GOLD MINING;;;;;;
GSS;Golden Star Resources Ltd.;DJUSPM;GOLD MINING;;;;;;
GGAZF;Goldgroup Mining Inc.;DJUSPM;GOLD MINING;;;;;;
GRMC;Goldrich Mining Co.;DJUSPM;GOLD MINING;;;;;;
GBGLF;Great Basin Gold Ltd. Cl A;DJUSPM;GOLD MINING;;;;;;
GUYFF;Guyana Goldfields Inc.;DJUSPM;GOLD MINING;;;;;;
HMY;Harmony Gold Mining Co. Ltd. ADS;DJUSPM;GOLD MINING;;;;;;
HXPN;Harris Exploration Inc.;DJUSPM;GOLD MINING;;;;;;
IAG;IAMGOLD Corp.;DJUSPM;GOLD MINING;;;;;;
ICGQF;Integra Gold Corp.;DJUSPM;GOLD MINING;;;;;;
IGRU;International Gold Resources Inc.;DJUSPM;GOLD MINING;;;;;;
THM;International Tower Hill Mines Ltd.;DJUSPM;GOLD MINING;;;;;;
JAGGF;Jaguar Mining Inc.;DJUSPM;GOLD MINING;;;;;;
JETMF;Jet Metal Corp.;DJUSPM;GOLD MINING;;;;;;
KMKGF;Kaminak Gold Corp.;DJUSPM;GOLD MINING;;;;;;
KATX;KAT Exploration Inc.;DJUSPM;GOLD MINING;;;;;;
KGC;Kinross Gold Corp.;DJUSPM;GOLD MINING;;;;;;
KGILF;Kirkland Lake Gold Inc.;DJUSPM;GOLD MINING;;;;;;
KLNDF;Klondex Mines Ltd.;DJUSPM;GOLD MINING;;;;;;
KOZAY;Koza Altin Isletmeleri A.S. ADS;DJUSPM;GOLD MINING;;;;;;
LSG;Lake Shore Gold Corp.;DJUSPM;GOLD MINING;;;;;;
LVCA;Lake Victoria Mining Co. Inc.;DJUSPM;GOLD MINING;;;;;;
LMRXF;Laramide Resources Ltd.;DJUSPM;GOLD MINING;;;;;;
LGORF;Largo Resources Ltd.;DJUSPM;GOLD MINING;;;;;;
LEXVF;Lexam VG Gold Inc.;DJUSPM;GOLD MINING;;;;;;
LKAI;LKA Gold Inc.;DJUSPM;GOLD MINING;;;;;;
LPKGF;Lupaka Gold Corp.;DJUSPM;GOLD MINING;;;;;;
MUX;McEwen Mining Inc.;DJUSPM;GOLD MINING;;;;;;
MEAOF;Metanor Resources Inc.;DJUSPM;GOLD MINING;;;;;;
MDRPF;Midas Gold Corp.;DJUSPM;GOLD MINING;;;;;;
MDW;Midway Gold Corp.;DJUSPM;GOLD MINING;;;;;;
MCYGF;Mill City Gold Corp;DJUSPM;GOLD MINING;;;;;;
MGH;Minco Gold Corp.;DJUSPM;GOLD MINING;;;;;;
NGD;New Gold Inc.;DJUSPM;GOLD MINING;;;;;;
NGUGF;New Guinea Gold Corp.;DJUSPM;GOLD MINING;;;;;;
NWGC;New World Gold Corp.;DJUSPM;GOLD MINING;;;;;;
NCMGY;Newcrest Mining Ltd. ADS;DJUSPM;GOLD MINING;;;;;;
NEM;Newmont Mining Corp.;DJUSPM;GOLD MINING;;;;;;
INNHF;Northair Silver Corp.;DJUSPM;GOLD MINING;;;;;;
NG;NovaGold Resources Inc.;DJUSPM;GOLD MINING;;;;;;
NULGF;Nulegacy Gold Corp.;DJUSPM;GOLD MINING;;;;;;
OCANF;OceanaGold Corp.;DJUSPM;GOLD MINING;;;;;;
ORZCF;Orezone Gold Corp.;DJUSPM;GOLD MINING;;;;;;
OROCF;Orocobre Ltd.;DJUSPM;GOLD MINING;;;;;;
ORVMF;Orvana Minerals Corp.;DJUSPM;GOLD MINING;;;;;;
OKSKF;Osisko Gold Royalties Ltd.;DJUSPM;GOLD MINING;;;;;;
PCFG;Pacific Gold Corp;DJUSPM;GOLD MINING;;;;;;
PCFG;Pacific Gold Corp.;DJUSPM;GOLD MINING;;;;;;
PMNXF;Perseus Mining Ltd.;DJUSPM;GOLD MINING;;;;;;
PGLC;Pershing Gold Corp.;DJUSPM;GOLD MINING;;;;;;
SNNGF;Peruvian Precious Metals Corp.;DJUSPM;GOLD MINING;;;;;;
PLGTF;Pilot Gold Inc.;DJUSPM;GOLD MINING;;;;;;
OPYGY;Polyus Gold ADS;DJUSPM;GOLD MINING;;;;;;
PLZLY;Polyus Gold International Ltd. GDR;DJUSPM;GOLD MINING;;;;;;
PIRGF;Premier Gold Mines Ltd.;DJUSPM;GOLD MINING;;;;;;
PPP;Primero Mining Corp.;DJUSPM;GOLD MINING;;;;;;
GOLD;Randgold Resources Ltd. ADS;DJUSPM;GOLD MINING;;;;;;
REPCF;RepliCel Life Sciences Inc.;DJUSPM;GOLD MINING;;;;;;
RIC;Richmont Mines Inc.;DJUSPM;GOLD MINING;;;;;;
RTRAF;Romarco Minerals Inc.;DJUSPM;GOLD MINING;;;;;;
RMIOF;Romios Gold Resources Inc.;DJUSPM;GOLD MINING;;;;;;
RGLD;Royal Gold Inc.;DJUSPM;GOLD MINING;;;;;;
RYSMF;Royal Standard Minerals Inc.;DJUSPM;GOLD MINING;;;;;;
RPMGF;Rye Patch Gold Corp.;DJUSPM;GOLD MINING;;;;;;
SGRCF;San Gold Corp.;DJUSPM;GOLD MINING;;;;;;
SAND;Sandstorm Gold Ltd.;DJUSPM;GOLD MINING;;;;;;
SRCRF;Scorpio Gold Corp.;DJUSPM;GOLD MINING;;;;;;
SA;Seabridge Gold Inc.;DJUSPM;GOLD MINING;;;;;;
SEMFF;Semafo Inc.;DJUSPM;GOLD MINING;;;;;;
SBGL;Sibanye Gold Ltd. ADS;DJUSPM;GOLD MINING;;;;;;
SLGLF;Silverado Gold Mines Ltd.;DJUSPM;GOLD MINING;;;;;;
SRGL;Source Gold Corp.;DJUSPM;GOLD MINING;;;;;;
STADF;St. Andrew Goldfields Ltd.;DJUSPM;GOLD MINING;;;;;;
SGCNF;Sunridge Gold Corp.;DJUSPM;GOLD MINING;;;;;;
SGMNF;Sutter Gold Mining Inc.;DJUSPM;GOLD MINING;;;;;;
TRX;Tanzanian Royalty Exploration Corp.;DJUSPM;GOLD MINING;;;;;;
TGCDF;Teranga Gold Corp.;DJUSPM;GOLD MINING;;;;;;
TCEGF;Terraco Gold Corp.;DJUSPM;GOLD MINING;;;;;;
TGD;Timmins Gold Corp.;DJUSPM;GOLD MINING;;;;;;
TORXF;Torex Gold Resources Ltd.;DJUSPM;GOLD MINING;;;;;;
TSOR;Tresoro Mining Corp.;DJUSPM;GOLD MINING;;;;;;
RVREF;True Gold Mining Inc.;DJUSPM;GOLD MINING;;;;;;
UAMY;United States Antimony Corp.;DJUSPM;GOLD MINING;;;;;;
VITFF;Victoria Gold Corp.;DJUSPM;GOLD MINING;;;;;;
VGMNF;Virginia Mines Inc;DJUSPM;GOLD MINING;;;;;;
VGZ;Vista Gold Corp.;DJUSPM;GOLD MINING;;;;;;
WRPSF;Western Pacific Resources Corp.;DJUSPM;GOLD MINING;;;;;;
WWPW;Wind Works Power Corp.;DJUSPM;GOLD MINING;;;;;;
AUY;Yamana Gold Inc.;DJUSPM;GOLD MINING;;;;;;
AGPPY;Anglo American Platinum Ltd. ADS;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
AQPTY;Aquarius Platinum Ltd. ADS;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
ASLRF;Arian Silver Corp.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
ATL;Atlatsa Resources Corp.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
BORK;Bourque Industries Inc.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
EXK;Endeavour Silver Corp.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
EXLLF;Excellon Resources Inc.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
AG;First Majestic Silver Corp.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
FSM;Fortuna Silver Mines Inc.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
GBRRF;Gabriel Resources Ltd.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
AUMN;Golden Minerals Co.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
GPL;Great Panther Silver Ltd.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
HL.PB;Hecla Mining Co. Cum. Conv. Pfd. B;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
HL;Hecla Mining Co.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
ISVLF;Impact Silver Corp.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
IMPUY;Impala Platinum Holdings Ltd. ADS;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
LNMIY;Lonmin PLC ADS;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
MVG;MAG Silver Corp.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
MCEEF;McEwen Mining-Minera Andes Acquisition Corp.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
MGN;Mines Management Inc.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
MRZLF;Mirasol Resources Ltd.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
PAL;North American Palladium Ltd.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
NBRID;North Bay Resources Inc.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
PAWEF;Pacific North West Capital Corp.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
PAAS;Pan American Silver Corp.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
PLG;Platinum Group Metals Ltd.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
SSRI;Silver Standard Resources Inc.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
SLW;Silver Wheaton Corp.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
SVM;Silvercorp Metals Inc.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
SVLC;Silvercrest Mines Inc.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
SWET;Solar Wind Energy Tower Inc.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
SWC;Stillwater Mining Co.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
UMICF;Umicore S.A.;DJUSPT;PLATINUM & PRECIOUS METALS;;;;;;
DDDX;3DX Industries Inc.;DJUSMD;GENERAL MINING;;;;;;
TCMCF;Thompson Creek Metals Co. Inc. Un;DJUSMD;GENERAL MINING;;;;;;
RSSFF;Affinor Growers Inc.;DJUSMD;GENERAL MINING;;;;;;
ACCS;African Copper Corp.;DJUSMD;GENERAL MINING;;;;;;
AMLZF;African Minerals Ltd.;DJUSMD;GENERAL MINING;;;;;;
ETPHF;AgriMinco Corp;DJUSMD;GENERAL MINING;;;;;;
AEXE;Aim Exploration Inc.;DJUSMD;GENERAL MINING;;;;;;
AXX;Alderon Iron Ore Corp.;DJUSMD;GENERAL MINING;;;;;;
AXU;Alexco Resource Corp.;DJUSMD;GENERAL MINING;;;;;;
AAGC;All American Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
AAU;Almaden Minerals Ltd.;DJUSMD;GENERAL MINING;;;;;;
ATUSF;Altius Minerals Corp.;DJUSMD;GENERAL MINING;;;;;;
AVCVF;American Vanadium Corp.;DJUSMD;GENERAL MINING;;;;;;
AMLM;American Lithium Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
