Id;ticker_BCh;company_BCh;tickersect;sector;Market CapFV;ExchangeFV;Country
3184;GMAN;Gordmans Stores Inc.;DJUSRA;APPAREL RETAILERS;62.04;NASDAQ;USA
3263;GRC;Gorman-Rupp Co.;DJUSFE;INDUSTRIAL MACHINERY;;;
3236;GOV;Government Properties Income Trust;DJUSSR;SPECIALTY REITS;1605.2;NYSE;USA
3247;GPIIF;GP Investments Ltd.;DJUSSP;SPECIALTY FINANCE;;;
3258;GPX;GP Strategies Corp.;DJUSIV;BUSINESS SUPPORT SERVICES;493.61;NYSE;USA
3257;GPTGF;GPT Group;DJUSRL;RETAIL REITS;;;
3110;GGG;Graco Inc.;DJUSFE;INDUSTRIAL MACHINERY;4562.48;NYSE;USA
3325;GTI;GrafTech International Ltd.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;637.32;NYSE;USA
3119;GHM;Graham Corp.;DJUSFE;INDUSTRIAL MACHINERY;308.96;NYSE;USA
3115;GHC;Graham Holdings Co.;DJUSCS;SPECIALIZED CONSUMER SERVICES;4273.89;NYSE;USA
3264;GRCLF;GrainCorp Ltd.;DJUSFO;FARMING & FISHING;;;
3255;GPT;Gramercy Property Trust Inc.;DJUSIO;INDUSTRIAL & OFFICE REITS;702.13;NYSE;USA
3256;GPT.PB;Gramercy Property Trust Inc. 7.125% Pfd. Series B;DJUSIO;INDUSTRIAL & OFFICE REITS;;;
3323;GTE;Gran Tierra Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;
3262;GRAM;Grana y Montero S.A.A. ADS;DJUSHV;HEAVY CONSTRUCTION;;;
4423;LOPE;Grand Canyon Education Inc.;DJUSCS;SPECIALIZED CONSUMER SERVICES;1921.71;NASDAQ;USA
977;BITCF;Grand Pacaraima Gold Corp.;DJUSMD;GENERAL MINING;;;
3239;GPCM;Grandparents.com Inc.;DJUSAV;MEDIA AGENCIES;;;
3348;GVA;Granite Construction Inc.;DJUSHV;HEAVY CONSTRUCTION;1337.76;NYSE;USA
3279;GRP.U;Granite REIT Inc.;DJUSIO;INDUSTRIAL & OFFICE REITS;;;
3243;GPHBF;Graphene 3D Lab Inc.;DJUSMD;GENERAL MINING;;;
3248;GPK;Graphic Packaging Holding Co.;DJUSCP;CONTAINERS & PACKAGING;3728.03;NYSE;USA
3244;GPHOF;Graphite One Resources Inc.;DJUSMD;GENERAL MINING;;;
3285;GRVY;GRAVITY Co. Ltd. ADS;DJUSTY;TOYS;;;
3103;GFOX;Gray Fox Petroleum Corp.;DJUSOS;EXPLORATION & PRODUCTION ;;;
3329;GTN;Gray Television Inc.;DJUSBC;BROADCASTING & ENTERTAINMENT;493.55;NYSE;USA
3330;GTN.A;Gray Television Inc. Cl A;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
3372;GYST;Graystone Co. Inc.;DJUSAV;MEDIA AGENCIES;;;
3034;GBGLF;Great Basin Gold Ltd. Cl A;DJUSPM;GOLD MINING;;;
3046;GBSN;Great Basin Scientific Inc.;DJUSMS;MEDICAL SUPPLIES;27.28;NASDAQ;USA
3176;GLUX;Great Lakes Aviation Ltd.;DJUSAR;AIRLINES;;;
3147;GLDD;Great Lakes Dredge & Dock Corp.;DJUSHV;HEAVY CONSTRUCTION;388.48;NASDAQ;USA
3205;GNI;Great Northern Iron Ore Properties;DJUSST;IRON & STEEL;29.49;NYSE;USA
3249;GPL;Great Panther Silver Ltd.;DJUSPT;PLATINUM & PRECIOUS METALS;;;
3364;GXP;Great Plains Energy Inc.;DJUSVE;CONVENTIONAL ELECTRICITY;4038.44;NYSE;USA
3365;GXP.PD;Great Plains Energy Inc. 4.35% Pfd. D;DJUSVE;CONVENTIONAL ELECTRICITY;;;
3277;GROC;Great Rock Development Corp.;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
3298;GSBC;Great Southern Bancorp Inc.;DJUSBK;BANKS;471.35;NASDAQ;USA
3355;GWLLF;Great Wall Motor Co. Ltd.;DJUSAU;AUTOMOBILES;;;
3356;GWLLY;Great Wall Motor Co. Ltd. ADS;DJUSAU;AUTOMOBILES;;;
3352;GWB;Great Western Bancorp Inc.;DJUSBK;BANKS;;;
3032;GB;Greatbatch Inc.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;1167.28;NYSE;USA
3221;GOFPY;Greek Organisation of Football Prognostics S.A. ADS;DJUSCA;GAMBLING;;;
3018;GACR;Green Automotive Co.;DJUSRS;SPECIALTY RETAILERS;;;
3198;GNBC;Green Bancorp Inc.;DJUSBK;BANKS;444.63;NASDAQ;USA
3265;GRCU;Green Cures & Botanical Distribution Inc.;DJUSSW;SOFTWARE;;;
3060;GDOT;Green Dot Corp. Cl A;DJUSSF;CONSUMER FINANCE;985.77;NYSE;USA
3090;GETG;Green Earth Technologies Inc.;DJUSHN;NONDURABLE HOUSEHOLD PRODUCTS;;;
3274;GRNE;Green Endeavors Inc.;DJUSCS;SPECIALIZED CONSUMER SERVICES;;;
3273;GRMS;Green Energy Management Services Holdings Inc.;DJUSSW;SOFTWARE;;;
2659;EWRL;Green Energy Renewable Solutions Inc.;DJUSSP;SPECIALTY FINANCE;;;
3089;GESI;Green Energy Solution Industries Inc.;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;;;
3206;GNIN;Green Innovations Ltd.;DJUSCM;PERSONAL PRODUCTS;;;
3210;GNPT;Green Parts International Inc.;DJUSIV;BUSINESS SUPPORT SERVICES;;;
3240;GPDB;Green PolkaDot Box Inc.;DJUSEH;REAL ESTATE HOLDING & DEVELOPMENT;;;
3268;GREEF;Green REIT PLC;DJUSIO;INDUSTRIAL & OFFICE REITS;;;
3335;GTSO;Green Technology Solutions Inc.;DJUSSP;SPECIALTY FINANCE;;;
3049;GBX;Greenbrier Cos. Inc.;DJUSHR;COMMERCIAL VEHICLES & TRUCKS;1712.63;NYSE;USA
4363;LKEN;Greene Concepts Inc.;DJUSHN;NONDURABLE HOUSEHOLD PRODUCTS;;;
3052;GCBC;Greene County Bancorp Inc.;DJUSBK;BANKS;114.72;NASDAQ;USA
3282;GRST;Greenestone Healthcare Corp.;DJUSHP;HEALTH CARE PROVIDERS;;;
3275;GRNH;GreenGro Technologies Inc.;DJUSDV;COMPUTER SERVICES;;;
3118;GHL;Greenhill & Co. Inc.;DJUSSB;INVESTMENT SERVICES;1340.48;NYSE;USA
3167;GLRE;Greenlight Capital Re Ltd. Cl A;DJUSIU;REINSURANCE;;;
3059;GDGI;Greenway Design Group Inc.;DJUSFC;FIXED LINES TELECOMMUNICATIONS;;;
3072;GEF;Greif Inc. Cl A;DJUSCP;CONTAINERS & PACKAGING;2292.45;NYSE;USA
3073;GEF.B;Greif Inc. Cl B;DJUSCP;CONTAINERS & PACKAGING;;;
3151;GLGI;Greystone Logistics Inc.;DJUSCP;CONTAINERS & PACKAGING;;;
3094;GFF;Griffon Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;620.89;NYSE;USA
3269;GRFS;Grifols S.A. ADS;DJUSBT;BIOTECHNOLOGY;;;
3270;GRLT;Grillit Inc.;DJUSWC;MOBILE TELECOMMUNICATIONS;;;
3287;GRZG;Grizzly Gold Corp.;DJUSMD;GENERAL MINING;;;
3197;GNBA;Groen Brothers Aviation Inc.;DJUSAS;AEROSPACE;;;
3245;GPI;Group 1 Automotive Inc.;DJUSRS;SPECIALTY RETAILERS;2020.62;NYSE;USA
3030;GATA;Groupe Athena Inc.;DJUSHP;HEALTH CARE PROVIDERS;;;
3113;GGRGF;Groupe Gorge S.A.;DJUSFE;INDUSTRIAL MACHINERY;;;
3280;GRPN;Groupon Inc.;DJUSCS;SPECIALIZED CONSUMER SERVICES;4049.51;NASDAQ;USA
3040;GBLX;GrowBlox Sciences Inc.;DJUSHP;HEALTH CARE PROVIDERS;;;
5734;PHOT;GrowLife Inc.;DJUSHD;DURABLE HOUSEHOLD PRODUCTS;;;
3284;GRUB;GrubHub Inc.;DJUSRU;RESTAURANTS & BARS;2882.88;NYSE;USA
3190;GMK;Gruma S.A.B. de C.V. ADS;DJUSFO;FARMING & FISHING;;;
5430;OMAB;Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS;DJUSTS;TRANSPORTACION SERVICES;;;
5547;PAC;Grupo Aeroportuario del Pacifico S.A.B. de C.V. ADS;DJUSTS;TRANSPORTACION SERVICES;;;
624;ASR;Grupo Aeroportuario del Sureste S.A.B. de C.V. ADS;DJUSTS;TRANSPORTACION SERVICES;;;
701;AVAL;Grupo Aval Acciones y Valores S.A. ADS;DJUSBK;BANKS;;;
3043;GBOOY;Grupo Financiero Banorte S.A.B. de C.V. ADS;DJUSBK;BANKS;;;
3042;GBOOF;Grupo Financiero Banorte S.A.B. de C.V. Series O;DJUSBK;BANKS;;;
3107;GGAL;Grupo Financiero Galicia S.A. ADS;DJUSBK;BANKS;;;
1154;BSMX;Grupo Financiero Santander Mexico S.A.B. de C.V. ADS;DJUSBK;BANKS;;;
3185;GMBXF;Grupo Mexico S.A.B. de C.V. Series B;DJUSNF;NONFERROUS METALS;;;
6666;SIM;Grupo Simec S.A.B. de C.V. ADS;DJUSST;IRON & STEEL;;;
7501;TV;Grupo Televisa S.A.B. ADS;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
3286;GRYO;Gryphon Resources Inc.;DJUSNF;NONFERROUS METALS;;;
3299;GSC;GS Connect S&P GSCI Enhanced Commodity Total Return Strategy Index ETN;DJUSSB;INVESTMENT SERVICES;39.99;NYSE;USA
3351;GVP;GSE Systems Inc.;DJUSSW;SOFTWARE;;;
3304;GSIG;GSI Group Inc.;DJUSAI;ELECTRONIC EQUIPMENT;405.49;NASDAQ;USA
3305;GSIT;GSI Technology Inc.;DJUSSC;SEMICONDUCTORS;132.5;NASDAQ;USA
3336;GTT;GTT Communications Inc.;DJUSFC;FIXED LINES TELECOMMUNICATIONS;;;
3338;GTXO;GTX Corp.;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;;;
3337;GTXI;GTx Inc.;DJUSBT;BIOTECHNOLOGY;47.46;NASDAQ;USA
3302;GSH;Guangshen Railway Co. Ltd. ADS;DJUSTT;TRAVEL & TOURISM;;;
3041;GBNK;Guaranty Bancorp.;DJUSBK;BANKS;325.65;NASDAQ;USA
3093;GFED;Guaranty Federal Bancshares Inc.;DJUSBK;BANKS;54.23;NASDAQ;USA
3267;GRDO;Guard Dog Inc.;DJUSCS;SPECIALIZED CONSUMER SERVICES;;;
3266;GRDH;Guardian 8 Holdings;DJUSCE;CONSUMER ELECTRONICS;;;
3088;GES;Guess? Inc.;DJUSRA;APPAREL RETAILERS;1798.78;NYSE;USA
3341;GUESF;Guestlogix Inc.;DJUSSW;SOFTWARE;;;
3342;GUID;Guidance Software Inc.;DJUSSW;SOFTWARE;198.68;NASDAQ;USA
3324;GTHP;Guided Therapeutics Inc.;DJUSAM;MEDICAL EQUIPMENT;;;
3360;GWRE;Guidewire Software Inc.;DJUSSW;SOFTWARE;3321.91;NYSE;USA
3219;GNXP;Guinness Exploration Inc.;DJUSMD;GENERAL MINING;;;
3328;GTMM;Guitammer Co.;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;;;
3344;GULTU;Gulf Coast Ultra Deep Royalty Trust;DJUSOS;EXPLORATION & PRODUCTION ;;;
3122;GIFI;Gulf Island Fabrication Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;268.58;NASDAQ;USA
3343;GUKYF;Gulf Keystone Petroleum Ltd.;DJUSOS;EXPLORATION & PRODUCTION ;;;
3098;GFKSY;Gulf Keystone Petroleum Ltd. ADS;DJUSOS;EXPLORATION & PRODUCTION ;;;
3340;GUA;Gulf Power Co. 5.75% Sr. Notes 2051 Series 2011A;DJUSVE;CONVENTIONAL ELECTRICITY;;;
3345;GURE;Gulf Resources Inc.;DJUSCX;SPECIALTY CHEMICALS;;;
3149;GLFE;Gulf United Energy Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;
3148;GLF;Gulfmark Offshore Inc. Cl A;DJUSOI;OIL EQUIPMENT & SERVICES;755.71;NYSE;USA
3251;GPOR;Gulfport Energy Corp.;DJUSOS;EXPLORATION & PRODUCTION ;4166.41;NASDAQ;USA
3313;GSPE;Gulfslope Energy Inc.;DJUSSP;SPECIALTY FINANCE;;;
3204;GNGR;Gunther Grant Inc.;DJUSFO;FARMING & FISHING;;;
6725;SLLFF;Gusbourne PLC;DJUSVN;DISTILLERS & VINTNERS;;;
3346;GUYFF;Guyana Goldfields Inc.;DJUSPM;GOLD MINING;;;
3358;GWPRF;GW Pharmaceuticals PLC;DJUSPR;PHARMACEUTICALS;;;
3357;GWPH;GW Pharmaceuticals PLC ADS;DJUSPR;PHARMACEUTICALS;;;
3353;GWGH;GWG Holdings Inc.;DJUSIL;LIFE INSURANCE;;;
3370;GYRO;Gyrodyne Co. of America Inc.;DJUSIO;INDUSTRIAL & OFFICE REITS;6.75;NASDAQ;USA
3447;HEES;H&E Equipment Services Inc.;DJUSHR;COMMERCIAL VEHICLES & TRUCKS;1303.83;NASDAQ;USA
3554;HNNMY;H&M Hennes & Mauritz AB ADS;DJUSRA;APPAREL RETAILERS;;;
3545;HMRZF;H&M Hennes & Mauritz AB Series B;DJUSRA;APPAREL RETAILERS;;;
3589;HRB;H&R Block Inc.;DJUSCS;SPECIALIZED CONSUMER SERVICES;8508.53;NYSE;USA
3531;HLUYY;H. Lundbeck A/S ADS;DJUSPR;PHARMACEUTICALS;;;
2996;FUL;H.B. Fuller Co.;DJUSCX;SPECIALTY CHEMICALS;2052.84;NYSE;USA
3377;HABT;Habit Restaurants Inc. Cl A;DJUSRU;RESTAURANTS & BARS;;;
3422;HCKT;Hackett Group Inc.;DJUSDV;COMPUTER SERVICES;187.54;NASDAQ;USA
3378;HAE;Haemonetics Corp.;DJUSMS;MEDICAL SUPPLIES;1851.48;NYSE;USA
3380;HAIN;Hain Celestial Group Inc.;DJUSFO;FARMING & FISHING;5167.03;NASDAQ;USA
3383;HALB;Halberd Corp.;DJUSSP;SPECIALTY FINANCE;;;
3508;HK;Halcon Resources Corp.;DJUSOS;EXPLORATION & PRODUCTION ;1285.82;NYSE;USA
3509;HK;Halcon Resources Corp.;DJUSOS;EXPLORATION & PRODUCTION ;1285.82;NYSE;USA
3512;HKRCP;Halcon Resources Corp. Pfd. Series A;DJUSOS;EXPLORATION & PRODUCTION ;;;
3557;HNRG;Hallador Energy Co.;DJUSCL;COAL;305.64;NASDAQ;USA
3382;HAL;Halliburton Co.;DJUSOI;OIL EQUIPMENT & SERVICES;47442.56;NYSE;USA
3384;HALL;Hallmark Financial Services Inc.;DJUSIP;PROPERTY & CASUALTY INSURANCE;194.97;NASDAQ;USA
3385;HALO;Halozyme Therapeutics Inc.;DJUSBT;BIOTECHNOLOGY;1146.59;NASDAQ;USA
3671;HYH;Halyard Health Inc.;DJUSMS;MEDICAL SUPPLIES;;;
3406;HBK;Hamilton Bancorp Inc.;DJUSBK;BANKS;44.46;NASDAQ;USA
3410;HBNK;Hampden Bancorp Inc.;DJUSBK;BANKS;94.12;NASDAQ;USA
3543;HMPR;Hampton Roads Bankshares Inc.;DJUSBK;BANKS;277.62;NASDAQ;USA
3510;HKFI;Hancock Fabrics Inc.;DJUSRS;SPECIALTY RETAILERS;;;
3403;HBHC;Hancock Holding Co.;DJUSBK;BANKS;2694.83;NASDAQ;USA
3434;HDLM;Handleman Co;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
3551;HNH;Handy & Harman Ltd.;DJUSST;IRON & STEEL;361.45;NASDAQ;USA
3404;HBI;Hanesbrands Inc.;DJUSCF;CLOTHING & ACCESSORIES;10912.47;NYSE;USA
3526;HLPPY;Hang Lung Properties Ltd. ADS;DJUSEH;REAL ESTATE HOLDING & DEVELOPMENT;;;
3476;HGR;Hanger Inc.;DJUSHP;HEALTH CARE PROVIDERS;781.67;NYSE;USA
3506;HJOE;Hangover Joe's Holding Corp.;DJUSSD;SOFT DRINKS;;;
3379;HAFC;Hanmi Financial Corp.;DJUSBK;BANKS;630.51;NASDAQ;USA
3391;HASI;Hannon Armstrong Sustainable Infrastructure Capital Inc.;DJUSSR;SPECIALTY REITS;310.37;NYSE;USA
3483;HHSE;Hannover House Inc.;DJUSSP;SPECIALTY FINANCE;;;
3659;HVRRY;Hannover Rueck SE;DJUSIU;REINSURANCE;;;
3658;HVRRY;Hannover Rueck SE ADS;DJUSIU;REINSURANCE;;;
7254;THG;Hanover Insurance Group Inc.;DJUSIP;PROPERTY & CASUALTY INSURANCE;2833.9;NYSE;USA
7255;THGA;Hanover Insurance Group Inc. 6.35% Sub. Deb. due 2053;DJUSIP;PROPERTY & CASUALTY INSURANCE;;;
3558;HNSN;Hansen Medical Inc.;DJUSAM;MEDICAL EQUIPMENT;107.68;NASDAQ;USA
3594;HRG;Harbinger Group Inc.;DJUSSP;SPECIALTY FINANCE;2675.47;NYSE;USA
3590;HRBR;Harbor Diversified Inc.;DJUSPR;PHARMACEUTICALS;;;
3487;HIDC;Harbor Island Development Corp.;DJUSSP;SPECIALTY FINANCE;;;
3436;HDNG;Hardinge Inc.;DJUSFE;INDUSTRIAL MACHINERY;141.53;NASDAQ;USA
3595;HRGLF;Hargreaves Lansdown PLC;DJUSAG;ASSET MANAGERS;;;
3563;HOG;Harley-Davidson Inc.;DJUSAU;AUTOMOBILES;13776.09;NYSE;USA
3386;HAR;Harman International Industries Inc.;DJUSCE;CONSUMER ELECTRONICS;6639.75;NYSE;USA
3523;HLIT;Harmonic Inc.;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;571.1;NASDAQ;USA
3549;HMY;Harmony Gold Mining Co. Ltd. ADS;DJUSPM;GOLD MINING;;;
3597;HRS;Harris Corp.;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;7035.31;NYSE;USA
3668;HXPN;Harris Exploration Inc.;DJUSPM;GOLD MINING;;;
3605;HSC;Harsco Corp.;DJUSID;DIVERSIFIED INDUSTRIALS;1607.31;NYSE;USA
3482;HHS;Harte-Hanks Inc.;DJUSAV;MEDIA AGENCIES;371.93;NYSE;USA
3489;HIG;Hartford Financial Services Group Inc.;DJUSIF;FULL LINE INSURANCE;16814.51;NYSE;USA
3474;HGH;Hartford Financial Services Group Inc. 7.875% Fixed-to-Floating Rate Jr. Sub. Deb. due 2042;DJUSIF;FULL LINE INSURANCE;;;
3490;HIG.WS;Hartford Financial Services Group Inc. Wt;DJUSIF;FULL LINE INSURANCE;;;
3387;HART;Harvard Apparatus Regenerative Technology Inc.;DJUSAM;MEDICAL EQUIPMENT;49.14;NASDAQ;USA
3405;HBIO;Harvard Bioscience Inc.;DJUSBT;BIOTECHNOLOGY;154.72;NASDAQ;USA
3556;HNR;Harvest Natural Resources Inc.;DJUSOS;EXPLORATION & PRODUCTION ;129.19;NYSE;USA
3389;HAS;Hasbro Inc.;DJUSTY;TOYS;7343.49;NASDAQ;USA
3388;HAS;Hasbro Inc.;DJUSTY;TOYS;7343.49;NASDAQ;USA
3390;HASC;Hasco Medical Inc.;DJUSHP;HEALTH CARE PROVIDERS;;;
3635;HTS;Hatteras Financial Corp.;DJUSMR;MORTGAGE;1825.19;NYSE;USA
3636;HTS.PA;Hatteras Financial Corp. Cum. Redeem. Pfd. Series A;DJUSMR;MORTGAGE;;;
3392;HAUP;Hauppauge Digital Inc.;DJUSSC;SEMICONDUCTORS;;;
3660;HVT;Haverty Furniture Cos. Inc.;DJUSHI;HOME IMPROVEMENT RETAILERS;489.84;NYSE;USA
3661;HVT.A;Haverty Furniture Cos. Inc. Cl A;DJUSHI;HOME IMPROVEMENT RETAILERS;;;
3396;HAWPF;Haw Par Corp. Ltd.;DJUSPR;PHARMACEUTICALS;;;
3442;HE;Hawaiian Electric Industries Inc.;DJUSVE;CONVENTIONAL ELECTRICITY;2821.43;NYSE;USA
3395;HAWLI;Hawaiian Electric Industries Inc. 4.75% Pfd. J;DJUSVE;CONVENTIONAL ELECTRICITY;;;
3376;HA;Hawaiian Holdings Inc.;DJUSAR;AIRLINES;872.36;NASDAQ;USA
3428;HCOM;Hawaiian Telcom Holdco Inc.;DJUSFC;FIXED LINES TELECOMMUNICATIONS;281.59;NASDAQ;USA
3666;HWKN;Hawkins Inc.;DJUSCX;SPECIALTY CHEMICALS;386.52;NASDAQ;USA
3397;HAYN;Haynes International Inc.;DJUSNF;NONFERROUS METALS;553.31;NASDAQ;USA
3418;HCHC;HC2 Holdings Inc.;DJUSFC;FIXED LINES TELECOMMUNICATIONS;;;
3414;HCA;HCA Holdings Inc.;DJUSHP;HEALTH CARE PROVIDERS;31161.63;NYSE;USA
3416;HCC;HCC Insurance Holdings Inc.;DJUSIP;PROPERTY & CASUALTY INSURANCE;4979;NYSE;USA
3420;HCI;HCI Group Inc.;DJUSIP;PROPERTY & CASUALTY INSURANCE;546.67;NYSE;USA
3421;HCJ;HCI Group Inc. 8% Sr. Notes due 2020;DJUSIP;PROPERTY & CASUALTY INSURANCE;;;
3429;HCP;HCP Inc.;DJUSSR;SPECIALTY REITS;19669.61;NYSE;USA
3437;HDS;HD Supply Holdings Inc.;DJUSDS;INDUSTRIAL SUPLIERS;5416.98;NASDAQ;USA
3432;HDB;HDFC Bank Ltd. ADS;DJUSBK;BANKS;;;
3533;HMAX;HDIMAX Media Inc.;DJUSOS;EXPLORATION & PRODUCTION ;;;
3438;HDSI;HDS International Corp.;DJUSNS;INTERNET;;;
3440;HDUP;HeadsUp Entertainment International Inc.;DJUSBC;BROADCASTING & ENTERTAINMENT;;;
3662;HW;Headwaters Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;903.31;NYSE;USA
3425;HCN;Health Care REIT Inc.;DJUSSR;SPECIALTY REITS;22459.38;NYSE;USA
3427;HCN.PJ;Health Care REIT Inc. 6.5% Cum. Redeem. Pfd. Series J;DJUSSR;SPECIALTY REITS;;;
3426;HCN.PI;Health Care REIT Inc. Perp. Conv. Pfd. Series I;DJUSSR;SPECIALTY REITS;;;
3494;HIIQ;Health Insurance Innovations Inc. Cl A;DJUSHP;HEALTH CARE PROVIDERS;139.13;NASDAQ;USA
3559;HNT;Health Net Inc.;DJUSHP;HEALTH CARE PROVIDERS;3674.99;NYSE;USA
3465;HESG;Health Sciences Group Inc.;DJUSFO;FARMING & FISHING;;;
3588;HR;Healthcare Realty Trust Inc.;DJUSSR;SPECIALTY REITS;2494.98;NYSE;USA
3430;HCSG;Healthcare Services Group Inc.;DJUSHP;HEALTH CARE PROVIDERS;2049.42;NASDAQ;USA
3623;HTA;Healthcare Trust of America Inc.;DJUSSR;SPECIALTY REITS;3030.14;NYSE;USA
3587;HQY;HealthEquity Inc.;DJUSSW;SOFTWARE;1096.04;NASDAQ;USA
3453;HEME;Healthmed Services Ltd.;DJUSSP;SPECIALTY FINANCE;;;
3527;HLS;HealthSouth Corp.;DJUSHP;HEALTH CARE PROVIDERS;3547.8;NYSE;USA
3618;HSTM;HealthStream Inc.;DJUSHP;HEALTH CARE PROVIDERS;804.77;NASDAQ;USA
3466;HEWA;HealthWarehouse.com Inc.;DJUSSW;SOFTWARE;;;
3663;HWAY;Healthways Inc.;DJUSHP;HEALTH CARE PROVIDERS;525.65;NASDAQ;USA
3633;HTLD;Heartland Express Inc.;DJUSTK;TRUCKING;2107.6;NASDAQ;USA
3634;HTLF;Heartland Financial USA Inc.;DJUSBK;BANKS;447.53;NASDAQ;USA
3586;HPY;Heartland Payment Systems Inc.;DJUSFA;FINANCIAL ADMINISTRATION;1811.59;NYSE;USA
3637;HTWR;Heartware International Inc.;DJUSAM;MEDICAL EQUIPMENT;1389.75;NASDAQ;USA
3626;HTBX;Heat Biologics Inc.;DJUSBT;BIOTECHNOLOGY;40.76;NASDAQ;USA
3516;HL;Hecla Mining Co.;DJUSPT;PLATINUM & PRECIOUS METALS;824.82;NYSE;USA
3517;HL.PB;Hecla Mining Co. Cum. Conv. Pfd. B;DJUSPT;PLATINUM & PRECIOUS METALS;;;
3443;HE.PU;HECO Capital Trust III 6.500% QUIPS;DJUSVE;CONVENTIONAL ELECTRICITY;;;
3448;HEI;Heico Corp.;DJUSAS;AEROSPACE;3042.39;NYSE;USA
3449;HEI.A;Heico Corp. Cl A;DJUSAS;AEROSPACE;;;
3518;HLBZF;HeidelbergCement AG;DJUSBD;BUILDING MATERIALS & FIXTURES;;;
3433;HDELY;HeidelbergCement AG ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;
3611;HSII;Heidrick & Struggles International Inc.;DJUSBE;BUSINESS TRAINING & EMPLYMENT;394.86;NASDAQ;USA
3511;HKHHF;Heineken Holding N.V.;DJUSDB;BREWERS;;;
3450;HEINY;Heineken N.V. ADS;DJUSDB;BREWERS;;;
3451;HELE;Helen of Troy Corp.;DJUSCM;PERSONAL PRODUCTS;;;
3532;HLX;Helix Energy Solutions Group Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;2680.72;NYSE;USA
3530;HLTOY;Hellenic Telecommunications Organization S.A. ADS;DJUSFC;FIXED LINES TELECOMMUNICATIONS;;;
3576;HP;Helmerich & Payne Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;9413.85;NYSE;USA
3537;HMGN;Hemagen Diagnostics Inc.;DJUSMS;MEDICAL SUPPLIES;;;
3548;HMTV;Hemisphere Media Group Inc. Cl A;DJUSBC;BROADCASTING & ENTERTAINMENT;135.87;NASDAQ;USA
3445;HEB;Hemispherx Biopharma Inc.;DJUSBT;BIOTECHNOLOGY;;;
3454;HEMP;Hemp Inc.;DJUSFO;FARMING & FISHING;;;
3520;HLDVF;Henderson Land Development Co. Ltd.;DJUSEH;REAL ESTATE HOLDING & DEVELOPMENT;;;
3519;HLDCY;Henderson Land Development Co. Ltd. ADS;DJUSEH;REAL ESTATE HOLDING & DEVELOPMENT;;;
3457;HENKY;Henkel AG & Co. KGaA ADS;DJUSHN;NONDURABLE HOUSEHOLD PRODUCTS;;;
3458;HENOY;Henkel AG & Co. KGaA Pfd. ADS;DJUSHN;NONDURABLE HOUSEHOLD PRODUCTS;;;
3553;HNNA;Hennessy Advisors Inc.;DJUSAG;ASSET MANAGERS;110.52;NASDAQ;USA
3610;HSIC;Henry Schein Inc.;DJUSMS;MEDICAL SUPPLIES;9994.67;NASDAQ;USA
3521;HLF;Herbalife Ltd.;DJUSFO;FARMING & FISHING;2800;NYSE;Cayman Islands
3413;HBRM;Herborium Group Inc.;DJUSFO;FARMING & FISHING;;;
3462;HERO;Hercules Offshore Inc.;DJUSOI;OIL EQUIPMENT & SERVICES;245.99;NASDAQ;USA
3625;HTBK;Heritage Commerce Corp.;DJUSBK;BANKS;218.61;NASDAQ;USA
3471;HFWA;Heritage Financial Corp.;DJUSBK;BANKS;498.04;NASDAQ;USA
3411;HBOS;Heritage Financial Group Inc.;DJUSBK;BANKS;165.95;NASDAQ;USA
3472;HGBL;Heritage Global Inc.;DJUSFC;FIXED LINES TELECOMMUNICATIONS;;;
3599;HRTG;Heritage Insurance Holdings Inc.;DJUSIP;PROPERTY & CASUALTY INSURANCE;469.85;NYSE;USA
3459;HEOP;Heritage Oaks Bancorp;DJUSBK;BANKS;248.06;NASDAQ;USA
3417;HCCI;Heritage-Crystal Clean Inc.;DJUSPC;WASTE & DISPOSAL SERVICES;341.67;NASDAQ;USA
4768;MLHR;Herman Miller Inc.;DJUSFH;FURNISHINGS;1843.88;NASDAQ;USA
3464;HESAY;Hermes International S.C.A. ADS;DJUSCF;CLOTHING & ACCESSORIES;;;
3601;HRTX;Heron Therapeutics Inc.;DJUSPR;PHARMACEUTICALS;229.26;NASDAQ;USA
3622;HT.PC;Hersha Hospitality Trust 6.875% Cum. Redeem. Pfd. Series C;DJUSHL;HOTEL & LODGING;;;
